Company,Weight,Ticker,Headquarters,GICS Sector,GICS Sub-Industry
"Texas Instruments, Inc.",0.425,TXN,"Dallas, Texas",Information Technology,Semiconductors
"PayPal Holdings, Inc.",0.423,PYPL,"San Jose, California",Financials,Transaction & Payment Processing Services
Costco Wholesale Corp.,0.419,COST,"Issaquah, Washington",Consumer Staples,Consumer Staples Merchandise Retail
Eli Lilly & Co.,0.417,LLY,"Indianapolis, Indiana",Health Care,Pharmaceuticals
Bristol-Myers Squibb Co.,0.412,BMY,"New York City, New York",Health Care,Pharmaceuticals
"QUALCOMM, Inc.",0.412,QCOM,"San Diego, California",Information Technology,Semiconductors
"Gilead Sciences, Inc.",0.407,GILD,"Foster City, California",Health Care,Biotechnology
"Thermo Fisher Scientific, Inc.",0.4,TMO,"Waltham, Massachusetts",Health Care,Life Sciences Tools & Services
General Electric Co.,0.399,GE,"Evendale, Ohio",Industrials,Aerospace & Defense
"Booking Holdings, Inc.",0.383,BKNG,"Norwalk, Connecticut",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Lowe’s Cos., Inc.",0.379,LOW,"Mooresville, North Carolina",Consumer Discretionary,Home Improvement Retail
"Caterpillar, Inc.",0.369,CAT,"Irving, Texas",Industrials,Construction Machinery & Heavy Transportation Equipment
ConocoPhillips,0.366,COP,"Houston, Texas",Energy,Oil & Gas Exploration & Production
Lockheed Martin Corp.,0.348,LMT,"Bethesda, Maryland",Industrials,Aerospace & Defense
"Schlumberger, Ltd.",0.343,SLB,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"United Parcel Service, Inc. Class B",0.329,UPS,"Sandy Springs, Georgia",Industrials,Air Freight & Logistics
US Bancorp,0.329,USB,"Minneapolis, Minnesota",Financials,Diversified Banks
CVS Health Corp.,0.326,CVS,"Woonsocket, Rhode Island",Health Care,Health Care Services
"NextEra Energy, Inc.",0.322,NEE,"Juno Beach, Florida",Utilities,Multi-Utilities
"Goldman Sachs Group, Inc.",0.32,GS,"New York City, New York",Financials,Investment Banking & Brokerage
Starbucks Corp.,0.312,SBUX,"Seattle, Washington",Consumer Discretionary,Restaurants
American Express Co.,0.306,AXP,"New York City, New York",Financials,Consumer Finance
"EOG Resources, Inc.",0.301,EOG,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Anthem, Inc.",0.29,ANTM,"Indianapolis, IN",Health Care,Managed Health Care
"Biogen, Inc.",0.289,BIIB,"Cambridge, Massachusetts",Health Care,Biotechnology
"TJX Cos., Inc.",0.285,TJX,"Framingham, Massachusetts",Consumer Discretionary,Apparel Retail
Becton Dickinson and Co.,0.284,BDX,"Franklin Lakes, New Jersey",Health Care,Health Care Equipment
Danaher Corp.,0.272,DHR,"Washington, D.C.",Health Care,Life Sciences Tools & Services
"Aetna, Inc.",0.27,AET,"Hartford, CT",Health Care,Managed Health Care
"Automatic Data Processing, Inc.",0.269,ADP,"Roseland, New Jersey",Industrials,Human Resource & Employment Services
"Intuitive Surgical, Inc.",0.266,ISRG,"Sunnyvale, California",Health Care,Health Care Equipment
American Tower Corp. REIT,0.26,AMT,"Boston, Massachusetts",Real Estate,Telecom Tower REITs
"Activision Blizzard, Inc.",0.258,ATVI,"Santa Monica, CA",Communication Services,Interactive Home Entertainment
"PNC Financial Services Group, Inc.",0.257,PNC,"Pittsburgh, Pennsylvania",Financials,Diversified Banks
"Mondelez International, Inc. Class A",0.256,MDLZ,"Chicago, Illinois",Consumer Staples,Packaged Foods & Meats
Celgene Corp.,0.256,CELG,"Summit, NJ",Health Care,Biotechnology
Occidental Petroleum Corp.,0.255,OXY,"Houston, Texas",Energy,Oil & Gas Exploration & Production
"Chubb, Ltd.",0.252,CB,"Zurich, Switzerland",Financials,Property & Casualty Insurance
"Walgreens Boots Alliance, Inc.",0.252,WBA,"Deerfield, IL",Consumer Staples,Drug Retail
Morgan Stanley,0.251,MS,"New York City, New York",Financials,Investment Banking & Brokerage
Allergan PLC,0.247,AGN,"Dublin, Ireland",Health Care,Pharmaceuticals
CSX Corp.,0.246,CSX,"Jacksonville, Florida",Industrials,Rail Transportation
Charles Schwab Corp.,0.24,SCHW,"Westlake, Texas",Financials,Investment Banking & Brokerage
Raytheon Co.,0.24,RTN,"Waltham, MA",Industrials,Aerospace & Defense
FedEx Corp.,0.239,FDX,"Memphis, Tennessee",Industrials,Air Freight & Logistics
"Intuit, Inc.",0.239,INTU,"Mountain View, California",Information Technology,Application Software
Colgate-Palmolive Co.,0.237,CL,"New York City, New York",Consumer Staples,Household Products
"Charter Communications, Inc. Class A",0.237,CHTR,"Stamford, Connecticut",Communication Services,Cable & Satellite
"CME Group, Inc.",0.236,CME,"Chicago, Illinois",Financials,Financial Exchanges & Data
"BlackRock, Inc.",0.235,BLK,"New York City, New York",Financials,Asset Management & Custody Banks
General Dynamics Corp.,0.232,GD,"Reston, Virginia",Industrials,Aerospace & Defense
Duke Energy Corp.,0.232,DUK,"Charlotte, North Carolina",Utilities,Electric Utilities
Stryker Corp.,0.224,SYK,"Kalamazoo, Michigan",Health Care,Health Care Equipment
Northrop Grumman Corp.,0.224,NOC,"West Falls Church, Virginia[3]",Industrials,Aerospace & Defense
"Simon Property Group, Inc. REIT",0.222,SPG,"Indianapolis, Indiana",Real Estate,Retail REITs
"Illumina, Inc.",0.218,ILMN,"San Diego, CA",Healthcare,Diagnostics & Research
Boston Scientific Corp.,0.217,BSX,"Marlborough, Massachusetts",Health Care,Health Care Equipment
Express Scripts Holding Co.,0.216,ESRX,"St. Louis, MO",Health Care,Health Care Services
"Micron Technology, Inc.",0.212,MU,"Boise, Idaho",Information Technology,Semiconductors
Norfolk Southern Corp.,0.207,NSC,"Atlanta, Georgia",Industrials,Rail Transportation
Cigna Corp.,0.207,CI,"Bloomfield, Connecticut",Health Care,Health Care Services
"Vertex Pharmaceuticals, Inc.",0.2,VRTX,"Boston, Massachusetts",Health Care,Biotechnology
"S&P Global, Inc.",0.2,SPGI,"New York City, New York",Financials,Financial Exchanges & Data
Valero Energy Corp.,0.198,VLO,"San Antonio, Texas",Energy,Oil & Gas Refining & Marketing
"Twenty-First Century Fox, Inc. Class A",0.198,FOXA,"New York City, New York",Communication Services,Broadcasting
Deere & Co.,0.197,DE,"Moline, Illinois",Industrials,Agricultural & Farm Machinery
Phillips 66,0.196,PSX,"Houston, Texas",Energy,Oil & Gas Refining & Marketing
Emerson Electric Co.,0.195,EMR,"Ferguson, Missouri",Industrials,Electrical Components & Equipment
"American International Group, Inc.",0.193,AIG,"New York City, New York",Financials,Multi-line Insurance
Bank of New York Mellon Corp.,0.191,BK,"New York City, New York",Financials,Asset Management & Custody Banks
Target Corp.,0.19,TGT,"Minneapolis, Minnesota",Consumer Staples,Consumer Staples Merchandise Retail
"MetLife, Inc.",0.189,MET,"New York City, New York",Financials,Life & Health Insurance
"Humana, Inc.",0.189,HUM,"Louisville, Kentucky",Health Care,Managed Health Care
"Dominion Energy, Inc.",0.187,D,"Richmond, Virginia",Utilities,Multi-Utilities
"Praxair, Inc.",0.187,PX,"Dallas, TX",Financial Services,Asset Management
Crown Castle International Corp. REIT,0.187,CCI,"Houston, Texas",Real Estate,Telecom Tower REITs
Capital One Financial Corp.,0.185,COF,"Tysons Corner, Virginia",Financials,Consumer Finance
Cognizant Technology Solutions Corp. Class A,0.183,CTSH,"Teaneck, New Jersey",Information Technology,IT Consulting & Other Services
"Zoetis, Inc.",0.18,ZTS,"Parsippany, New Jersey",Health Care,Pharmaceuticals
Southern Co.,0.18,SO,"Atlanta, Georgia",Utilities,Electric Utilities
General Motors Co.,0.18,GM,"Detroit, Michigan",Consumer Discretionary,Automobile Manufacturers
"Illinois Tool Works, Inc.",0.177,ITW,"Glenview, Illinois",Industrials,Industrial Machinery & Supplies & Components
"Intercontinental Exchange, Inc.",0.175,ICE,"Atlanta, Georgia",Financials,Financial Exchanges & Data
"Prologis, Inc. REIT",0.173,PLD,"San Francisco, California",Real Estate,Industrial REITs
"Prudential Financial, Inc.",0.172,PRU,"Newark, New Jersey",Financials,Life & Health Insurance
"Marsh & McLennan Cos., Inc.",0.171,MMC,"New York, NY",Financial Services,Insurance Brokers
Exelon Corp.,0.171,EXC,"Chicago, Illinois",Utilities,Electric Utilities
Progressive Corp.,0.167,PGR,"Mayfield Village, Ohio",Financials,Property & Casualty Insurance
"HP, Inc.",0.166,HPQ,"Palo Alto, California",Information Technology,"Technology Hardware, Storage & Peripherals"
"Ecolab, Inc.",0.162,ECL,"Saint Paul, Minnesota",Materials,Specialty Chemicals
Kimberly-Clark Corp.,0.162,KMB,"Irving, Texas",Consumer Staples,Household Products
"Baxter International, Inc.",0.155,BAX,"Deerfield, Illinois",Health Care,Health Care Equipment
"Marriott International, Inc. Class A",0.155,MAR,"Bethesda, Maryland",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Applied Materials, Inc.",0.155,AMAT,"Santa Clara, California",Information Technology,Semiconductor Materials & Equipment
BB&T Corp.,0.154,BBT,"Boston, MA",Financial Services,Banks - Regional
Eaton Corp. PLC,0.154,ETN,"Dublin, Ireland",Industrials,Electrical Components & Equipment
"HCA Healthcare, Inc.",0.153,HCA,"Nashville, Tennessee",Health Care,Health Care Facilities
Aon PLC,0.152,AON,"London, United Kingdom",Financials,Insurance Brokers
"Ross Stores, Inc.",0.152,ROST,"Dublin, California",Consumer Discretionary,Apparel Retail
Sherwin-Williams Co.,0.152,SHW,"Cleveland, Ohio",Materials,Specialty Chemicals
"Electronic Arts, Inc.",0.15,EA,"Redwood City, California",Communication Services,Interactive Home Entertainment
Edwards Lifesciences Corp.,0.148,EW,"Irvine, California",Health Care,Health Care Equipment
"Air Products & Chemicals, Inc.",0.148,APD,"Upper Macungie Township, Pennsylvania",Materials,Industrial Gases
"Delta Air Lines, Inc.",0.148,DAL,"Atlanta, Georgia",Industrials,Passenger Airlines
"Aflac, Inc.",0.147,AFL,"Columbus, Georgia",Financials,Life & Health Insurance
Marathon Petroleum Corp.,0.147,MPC,"Findlay, Ohio",Energy,Oil & Gas Refining & Marketing
"Constellation Brands, Inc. Class A",0.147,STZ,"Rochester, New York",Consumer Staples,Distillers & Vintners
Ford Motor Co.,0.146,F,"Dearborn, Michigan",Consumer Discretionary,Automobile Manufacturers
"Waste Management, Inc.",0.146,WM,"Houston, Texas",Industrials,Environmental & Facilities Services
"Fidelity National Information Services, Inc.",0.146,FIS,"Jacksonville, Florida",Financials,Transaction & Payment Processing Services
Halliburton Co.,0.145,HAL,"Houston, Texas",Energy,Oil & Gas Equipment & Services
"Travelers Cos., Inc.",0.143,TRV,"New York City, New York",Financials,Property & Casualty Insurance
Sysco Corp.,0.142,SYY,"Houston, Texas",Consumer Staples,Food Distributors
"American Electric Power Co., Inc.",0.141,AEP,"Columbus, Ohio",Utilities,Electric Utilities
Anadarko Petroleum Corp.,0.14,APC,"The Woodlands, TX",Energy,Oil & Gas Exploration & Production
Allstate Corp.,0.14,ALL,"Northbrook, Illinois",Financials,Property & Casualty Insurance
Kraft Heinz Co.,0.139,KHC,"Chicago, Illinois; Pittsburgh, Pennsylvania",Consumer Staples,Packaged Foods & Meats
"Equinix, Inc. REIT",0.139,EQIX,"Redwood City, California",Real Estate,Data Center REITs
"Analog Devices, Inc.",0.139,ADI,"Wilmington, Massachusetts",Information Technology,Semiconductors
"Autodesk, Inc.",0.138,ADSK,"San Francisco, California",Information Technology,Application Software
"Fiserv, Inc.",0.136,FI,"Milwaukee, WI",Financials,Transaction & Payment Processing Services
"Kinder Morgan, Inc.",0.136,KMI,"Houston, Texas",Energy,Oil & Gas Storage & Transportation
"Williams Cos., Inc.",0.134,WMB,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
LyondellBasell Industries NV Class A,0.133,LYB,"Rotterdam, Netherlands",Materials,Specialty Chemicals
"Estee Lauder Cos., Inc. Class A",0.132,EL,"New York City, New York",Consumer Staples,Personal Care Products
Johnson Controls International PLC,0.131,JCI,"Cork, Ireland",Industrials,Building Products
Southwest Airlines Co.,0.131,LUV,"Dallas, Texas",Industrials,Passenger Airlines
State Street Corp.(c),0.129,STT,"Boston, Massachusetts",Financials,Asset Management & Custody Banks
Sempra Energy,0.127,SRE,"San Diego, California",Utilities,Multi-Utilities
"Regeneron Pharmaceuticals, Inc.",0.126,REGN,"Tarrytown, New York",Health Care,Biotechnology
"SunTrust Banks, Inc.",0.126,STI,"Dallas, TX",Industrials,Electrical Equipment & Parts
"Alexion Pharmaceuticals, Inc.",0.125,ALXN,"Boston, MA",Health Care,Biotechnology
"eBay, Inc.",0.125,EBAY,"San Jose, California",Consumer Discretionary,Broadline Retail
"Concho Resources, Inc.",0.124,CXO,"Midland, TX",Energy,Oil & Gas Exploration & Production
"TE Connectivity, Ltd.",0.124,TEL,"Galway, Ireland",Information Technology,Electronic Manufacturing Services
VF Corp.,0.124,VFC,"Denver, CO",Consumer Cyclical,Apparel Manufacturing
"Roper Technologies, Inc.",0.124,ROP,"Sarasota, Florida",Information Technology,Electronic Equipment & Instruments
Public Storage REIT,0.122,PSA,"Glendale, California",Real Estate,Self-Storage REITs
Centene Corp.,0.12,CNC,"St. Louis, Missouri",Health Care,Managed Health Care
Pioneer Natural Resources Co.,0.12,PXD,"Irving, TX",Energy,Oil & Gas Exploration & Production
"Yum! Brands, Inc.",0.119,YUM,"Louisville, Kentucky",Consumer Discretionary,Restaurants
Dollar General Corp.,0.118,DG,"Goodlettsville, Tennessee",Consumer Staples,Consumer Staples Merchandise Retail
"Align Technology, Inc.",0.116,ALGN,"Tempe, Arizona",Health Care,Health Care Supplies
"Corning, Inc.",0.116,GLW,"Corning, New York",Information Technology,Electronic Components
Amphenol Corp. Class A,0.116,APH,"Wallingford, Connecticut",Information Technology,Electronic Components
"O’Reilly Automotive, Inc.",0.115,ORLY,"Springfield, Missouri",Consumer Discretionary,Automotive Retail
Archer-Daniels-Midland Co.,0.115,ADM,"Chicago, Illinois",Consumer Staples,Agricultural Products & Services
Moody’s Corp.,0.113,MCO,"New York City, New York",Financials,Financial Exchanges & Data
"ONEOK, Inc.",0.113,OKE,"Tulsa, Oklahoma",Energy,Oil & Gas Storage & Transportation
McKesson Corp.,0.108,MCK,"Irving, Texas",Health Care,Health Care Distributors
"Public Service Enterprise Group, Inc.",0.108,PEG,"Newark, New Jersey",Utilities,Electric Utilities
"Advanced Micro Devices, Inc.",0.108,AMD,"Santa Clara, California",Information Technology,Semiconductors
DXC Technology Co.,0.108,DXC,"Ashburn, VA",Technology,Information Technology Services
"T Rowe Price Group, Inc.",0.108,TROW,"Baltimore, Maryland",Financials,Asset Management & Custody Banks
"Zimmer Biomet Holdings, Inc.",0.108,ZBH,"Warsaw, Indiana",Health Care,Health Care Equipment
"PPG Industries, Inc.",0.107,PPG,"Pittsburgh, Pennsylvania",Materials,Specialty Chemicals
Discover Financial Services,0.107,DFS,"Riverwoods, IL",Financials,Consumer Finance
Carnival Corp.,0.105,CCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Fortive Corp.,0.104,FTV,"Everett, Washington",Industrials,Industrial Machinery & Supplies & Components
"General Mills, Inc.",0.103,GIS,"Golden Valley, Minnesota",Consumer Staples,Packaged Foods & Meats
Ingersoll-Rand PLC,0.102,IR,"Davidson, North Carolina",Industrials,Industrial Machinery & Supplies & Components
"AvalonBay Communities, Inc. REIT",0.101,AVB,"Arlington, Virginia",Real Estate,Multi-Family Residential REITs
Parker-Hannifin Corp.,0.099,PH,"Cleveland, Ohio",Industrials,Industrial Machinery & Supplies & Components
Weyerhaeuser Co. REIT,0.099,WY,"Seattle, Washington",Real Estate,Timber REITs
Equity Residential REIT,0.099,EQR,"Chicago, Illinois",Real Estate,Multi-Family Residential REITs
"Red Hat, Inc.",0.098,RHT,"Raleigh, NC",Information Technology,Systems Software
"Hilton Worldwide Holdings, Inc.",0.098,HLT,"Tysons Corner, Virginia",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Hewlett Packard Enterprise Co.,0.098,HPE,"Houston, Texas",Information Technology,"Technology Hardware, Storage & Peripherals"
Lam Research Corp.,0.097,LRCX,"Fremont, California",Information Technology,Semiconductor Materials & Equipment
"Xcel Energy, Inc.",0.097,XEL,"Minneapolis, Minnesota",Utilities,Multi-Utilities
"PACCAR, Inc.",0.097,PCAR,"Bellevue, Washington",Industrials,Construction Machinery & Heavy Transportation Equipment
"Welltower, Inc. REIT",0.097,WELL,"Toledo, Ohio",Real Estate,Health Care REITs
M&T Bank Corp.,0.097,MTB,"Buffalo, New York",Financials,Regional Banks
PG&E Corp.,0.096,PCG,"Oakland, California",Utilities,Multi-Utilities
"Consolidated Edison, Inc.",0.096,ED,"New York City, New York",Utilities,Multi-Utilities
Kroger Co.,0.096,KR,"Cincinnati, Ohio",Consumer Staples,Food Retail
"Rockwell Automation, Inc.",0.095,ROK,"Milwaukee, Wisconsin",Industrials,Electrical Components & Equipment
"Paychex, Inc.",0.095,PAYX,"Penfield, New York",Industrials,Human Resource & Employment Services
Monster Beverage Corp.,0.094,MNST,"Corona, California",Consumer Staples,Soft Drinks & Non-alcoholic Beverages
"Digital Realty Trust, Inc. REIT",0.094,DLR,"Austin, Texas",Real Estate,Data Center REITs
"Rockwell Collins, Inc.",0.093,COL,"Cedar Rapids, IA",Industrials,Aerospace & Defense
Northern Trust Corp.,0.093,NTRS,"Chicago, Illinois",Financials,Asset Management & Custody Banks
"Stanley Black & Decker, Inc.",0.091,SWK,"New Britain, Connecticut",Industrials,Industrial Machinery & Supplies & Components
"Agilent Technologies, Inc.",0.091,A,"Santa Clara, California",Health Care,Life Sciences Tools & Services
"Twenty-First Century Fox, Inc. Class B",0.091,FOXA,"New York City, New York",Communication Services,Broadcasting
"NetApp, Inc.",0.091,NTAP,"San Jose, California",Information Technology,"Technology Hardware, Storage & Peripherals"
Aptiv PLC,0.09,APTV,"Dublin, Ireland",Consumer Discretionary,Automotive Parts & Equipment
"Royal Caribbean Cruises, Ltd.",0.09,RCL,"Miami, Florida",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
"Cummins, Inc.",0.089,CMI,"Columbus, Indiana",Industrials,Construction Machinery & Heavy Transportation Equipment
Edison International,0.089,EIX,"Rosemead, California",Utilities,Electric Utilities
"IDEXX Laboratories, Inc.",0.088,IDXX,"Westbrook, Maine",Health Care,Health Care Equipment
Andeavor,0.087,ANDV,"San Antonio, TX",Energy,Oil & Gas Refining & Marketing
"Ameriprise Financial, Inc.",0.086,AMP,"Minneapolis, Minnesota",Financials,Asset Management & Custody Banks
Cerner Corp.,0.086,CERN,"North Kansas City, MO",Health Care,Health Care Technology
Synchrony Financial,0.086,SYF,"Stamford, Connecticut",Financials,Consumer Finance
"Motorola Solutions, Inc.",0.085,MSI,"Chicago, Illinois",Information Technology,Communications Equipment
"WEC Energy Group, Inc.",0.085,WEC,"Milwaukee, Wisconsin",Utilities,Electric Utilities
KeyCorp,0.085,KEY,"Cleveland, Ohio",Financials,Regional Banks
"IQVIA Holdings, Inc.",0.085,IQV,"Durham, North Carolina",Health Care,Life Sciences Tools & Services
"AutoZone, Inc.",0.084,AZO,"Memphis, Tennessee",Consumer Discretionary,Automotive Retail
"Twitter, Inc.",0.083,TWTR,"San Francisco, CA",Communication Services,Interactive Media & Services
Regions Financial Corp.,0.083,RF,"Birmingham, Alabama",Financials,Regional Banks
"United Continental Holdings, Inc.",0.083,UAL,"Chicago, Illinois",Industrials,Passenger Airlines
PPL Corp.,0.083,PPL,"Allentown, Pennsylvania",Utilities,Electric Utilities
Devon Energy Corp.,0.083,DVN,"Oklahoma City, Oklahoma",Energy,Oil & Gas Exploration & Production
"FleetCor Technologies, Inc.",0.083,FLT,"Atlanta, GA",Information Technology,Data Processing & Outsourced Services
International Paper Co.,0.082,IP,"Memphis, Tennessee",Materials,Paper & Plastic Packaging Products & Materials
"Xilinx, Inc.",0.082,XLNX,"San Jose, CA",Information Technology,Semiconductors
"Global Payments, Inc.",0.082,GPN,"Atlanta, Georgia",Financials,Transaction & Payment Processing Services
"ABIOMED, Inc.",0.082,ABMD,"Danvers, MA",Health Care,Health Care Equipment
"Freeport-McMoRan, Inc.",0.082,FCX,"Phoenix, Arizona",Materials,Copper
"CenturyLink, Inc.",0.082,CTL,"Monroe, LA",Communication Services,Integrated Telecommunication Services
Nucor Corp.,0.082,NUE,"Charlotte, North Carolina",Materials,Steel
Harris Corp.,0.081,HRS,"Melbourne, FL",Industrials,Aerospace & Defense
"Verisk Analytics, Inc.",0.081,VRSK,"Jersey City, New Jersey",Industrials,Research & Consulting Services
Marathon Oil Corp.,0.08,MRO,"Houston, TX",Energy,Oil & Gas Exploration & Production
DTE Energy Co.,0.08,DTE,"Detroit, Michigan",Utilities,Multi-Utilities
CBS Corp. Class B,0.08,CBS,"New York, NY",Communication Services,Broadcasting
"Best Buy Co., Inc.",0.079,BBY,"Richfield, Minnesota",Consumer Discretionary,Computer & Electronics Retail
Eversource Energy,0.079,ES,"Hartford, Connecticut",Utilities,Electric Utilities
"IHS Markit, Ltd.",0.079,INFO,"London, UK",Industrials,Research & Consulting Services
Clorox Co.,0.078,CLX,"Oakland, California",Consumer Staples,Household Products
"Dollar Tree, Inc.",0.078,DLTR,"Chesapeake, Virginia",Consumer Staples,Consumer Staples Merchandise Retail
"Ventas, Inc. REIT",0.078,VTR,"Chicago, Illinois",Real Estate,Health Care REITs
"Boston Properties, Inc. REIT",0.077,BXP,"Boston, Massachusetts",Real Estate,Office REITs
Mylan NV,0.076,MYL,"Canonsburg, PA",Health Care,Pharmaceuticals
Willis Towers Watson PLC,0.076,WTW,"London, United Kingdom",Financials,Insurance Brokers
Fifth Third Bancorp,0.076,FITB,"Cincinnati, Ohio",Financials,Regional Banks
"Microchip Technology, Inc.",0.075,MCHP,"Chandler, Arizona",Information Technology,Semiconductors
SBA Communications Corp. REIT,0.075,SBAC,"Boca Raton, Florida",Real Estate,Telecom Tower REITs
"Citizens Financial Group, Inc.",0.075,CFG,"Providence, Rhode Island",Financials,Regional Banks
"TransDigm Group, Inc.",0.074,TDG,"Cleveland, Ohio",Industrials,Aerospace & Defense
"AMETEK, Inc.",0.074,AME,"Berwyn, Pennsylvania",Industrials,Electrical Components & Equipment
Apache Corp.,0.074,APA,"Houston, Texas",Energy,Oil & Gas Exploration & Production
FirstEnergy Corp.,0.074,FE,"Akron, Ohio",Utilities,Electric Utilities
Hess Corp.,0.073,HES,"New York, NY",Energy,Oil & Gas Exploration & Production
"Hartford Financial Services Group, Inc.",0.072,HIG,"Hartford, Connecticut",Financials,Property & Casualty Insurance
"Textron, Inc.",0.072,TXT,"Providence, Rhode Island",Industrials,Aerospace & Defense
Kellogg Co.,0.072,K,"Chicago, IL",Consumer Defensive,Packaged Foods
Laboratory Corp. of America Holdings,0.072,LH,"Burlington, North Carolina",Health Care,Health Care Services
